id,facility_id,medicine_id,order_date,expected_delivery_date,actual_delivery_date,quantity,status
ord_fac_0003_med_isoniazid_0005,fac_0003,med_isoniazid,2026-06-30,2026-07-08,2026-07-08,1157.1,delivered
ord_fac_0003_med_isoniazid_0006,fac_0003,med_isoniazid,2026-07-21,2026-07-26,2026-07-26,1297.9,delivered
ord_fac_0003_med_isoniazid_0007,fac_0003,med_isoniazid,2026-08-11,2026-08-15,2026-08-18,945.3,delayed
ord_fac_0003_med_isoniazid_0008,fac_0003,med_isoniazid,2026-09-01,2026-09-09,2026-09-09,1209.4,delivered
ord_fac_0004_med_amoxicillin_0000,fac_0004,med_amoxicillin,2026-03-17,2026-03-29,2026-03-29,144.5,delivered
ord_fac_0004_med_amoxicillin_0001,fac_0004,med_amoxicillin,2026-04-07,2026-04-12,2026-04-12,163.7,delivered
ord_fac_0004_med_amoxicillin_0002,fac_0004,med_amoxicillin,2026-04-28,2026-05-08,2026-05-08,171.6,delivered
ord_fac_0004_med_amoxicillin_0003,fac_0004,med_amoxicillin,2026-05-19,2026-05-25,2026-05-25,130.6,delivered
ord_fac_0004_med_amoxicillin_0004,fac_0004,med_amoxicillin,2026-06-09,2026-06-17,2026-06-17,121.7,delivered
ord_fac_0004_med_amoxicillin_0005,fac_0004,med_amoxicillin,2026-06-30,2026-07-08,2026-07-08,137.5,delivered
ord_fac_0004_med_amoxicillin_0006,fac_0004,med_amoxicillin,2026-07-21,2026-07-30,2026-07-30,176.0,delivered
ord_fac_0004_med_amoxicillin_0007,fac_0004,med_amoxicillin,2026-08-11,2026-08-17,2026-08-17,168.6,delivered
ord_fac_0004_med_amoxicillin_0008,fac_0004,med_amoxicillin,2026-09-01,2026-09-07,2026-09-07,160.8,delivered
ord_fac_0004_med_paracetamol_0000,fac_0004,med_paracetamol,2026-03-17,2026-03-27,2026-03-27,79.4,delivered
ord_fac_0004_med_paracetamol_0001,fac_0004,med_paracetamol,2026-04-07,2026-04-16,2026-04-19,73.4,delayed
ord_fac_0004_med_paracetamol_0002,fac_0004,med_paracetamol,2026-04-28,2026-05-04,2026-05-05,82.9,delivered
ord_fac_0004_med_paracetamol_0003,fac_0004,med_paracetamol,2026-05-19,2026-05-26,2026-05-26,62.7,delivered
ord_fac_0004_med_paracetamol_0004,fac_0004,med_paracetamol,2026-06-09,2026-06-16,2026-06-15,63.0,delivered
ord_fac_0004_med_paracetamol_0005,fac_0004,med_paracetamol,2026-06-30,2026-07-06,2026-07-05,61.8,delivered
ord_fac_0004_med_paracetamol_0006,fac_0004,med_paracetamol,2026-07-21,2026-07-27,2026-07-27,74.0,delivered
ord_fac_0004_med_paracetamol_0007,fac_0004,med_paracetamol,2026-08-11,2026-08-19,2026-08-25,90.3,delayed
ord_fac_0004_med_paracetamol_0008,fac_0004,med_paracetamol,2026-09-01,2026-09-05,2026-09-05,68.0,delivered
ord_fac_0004_med_oral_rehydration_salts_0000,fac_0004,med_oral_rehydration_salts,2026-03-17,2026-03-25,2026-03-25,67.9,delivered
ord_fac_0004_med_oral_rehydration_salts_0001,fac_0004,med_oral_rehydration_salts,2026-04-07,2026-04-13,2026-04-13,90.0,delivered
ord_fac_0004_med_oral_rehydration_salts_0002,fac_0004,med_oral_rehydration_salts,2026-04-28,2026-05-05,2026-05-05,79.5,delivered
ord_fac_0004_med_oral_rehydration_salts_0003,fac_0004,med_oral_rehydration_salts,2026-05-19,2026-05-25,2026-05-25,67.9,delivered
ord_fac_0004_med_oral_rehydration_salts_0004,fac_0004,med_oral_rehydration_salts,2026-06-09,2026-06-16,2026-06-23,79.0,delayed
ord_fac_0004_med_oral_rehydration_salts_0005,fac_0004,med_oral_rehydration_salts,2026-06-30,2026-07-05,2026-07-05,82.4,delivered
ord_fac_0004_med_oral_rehydration_salts_0006,fac_0004,med_oral_rehydration_salts,2026-07-21,2026-07-31,2026-07-31,79.0,delivered
ord_fac_0004_med_oral_rehydration_salts_0007,fac_0004,med_oral_rehydration_salts,2026-08-11,2026-08-17,2026-08-17,75.5,delivered
ord_fac_0004_med_oral_rehydration_salts_0008,fac_0004,med_oral_rehydration_salts,2026-09-01,2026-09-07,2026-09-07,81.8,delivered
ord_fac_0004_med_insulin_0000,fac_0004,med_insulin,2026-03-17,2026-03-23,2026-03-23,164.2,delivered
ord_fac_0004_med_insulin_0001,fac_0004,med_insulin,2026-04-07,2026-04-16,2026-04-17,168.5,delivered
ord_fac_0004_med_insulin_0002,fac_0004,med_insulin,2026-04-28,2026-05-04,2026-05-04,168.1,delivered
ord_fac_0004_med_insulin_0003,fac_0004,med_insulin,2026-05-19,2026-05-27,2026-05-27,147.9,delivered
ord_fac_0004_med_insulin_0004,fac_0004,med_insulin,2026-06-09,2026-06-20,2026-06-20,163.6,delivered
ord_fac_0004_med_insulin_0005,fac_0004,med_insulin,2026-06-30,2026-07-06,2026-07-10,156.4,delayed
ord_fac_0004_med_insulin_0006,fac_0004,med_insulin,2026-07-21,2026-07-27,2026-07-27,169.6,delivered
ord_fac_0004_med_insulin_0007,fac_0004,med_insulin,2026-08-11,2026-08-17,2026-08-18,120.3,delivered
ord_fac_0004_med_insulin_0008,fac_0004,med_insulin,2026-09-01,2026-09-07,2026-09-07,122.9,delivered
ord_fac_0004_med_salbutamol_0000,fac_0004,med_salbutamol,2026-03-17,2026-03-26,2026-03-29,209.2,delayed
ord_fac_0004_med_salbutamol_0001,fac_0004,med_salbutamol,2026-04-07,2026-04-14,2026-04-14,211.0,delivered
ord_fac_0004_med_salbutamol_0002,fac_0004,med_salbutamol,2026-04-28,2026-05-06,2026-05-06,224.7,delivered
ord_fac_0004_med_salbutamol_0003,fac_0004,med_salbutamol,2026-05-19,2026-05-26,2026-05-26,173.5,delivered
ord_fac_0004_med_salbutamol_0004,fac_0004,med_salbutamol,2026-06-09,2026-06-15,2026-06-15,209.0,delivered
ord_fac_0004_med_salbutamol_0005,fac_0004,med_salbutamol,2026-06-30,2026-07-05,2026-07-05,211.1,delivered
ord_fac_0004_med_salbutamol_0006,fac_0004,med_salbutamol,2026-07-21,2026-07-25,2026-07-25,243.1,delivered
ord_fac_0004_med_salbutamol_0007,fac_0004,med_salbutamol,2026-08-11,2026-08-18,2026-08-18,185.4,delivered
ord_fac_0004_med_salbutamol_0008,fac_0004,med_salbutamol,2026-09-01,2026-09-09,2026-09-08,179.9,delivered
ord_fac_0004_med_ciprofloxacin_0000,fac_0004,med_ciprofloxacin,2026-03-17,2026-03-25,2026-03-29,208.4,delayed
ord_fac_0004_med_ciprofloxacin_0001,fac_0004,med_ciprofloxacin,2026-04-07,2026-04-15,2026-04-15,243.1,delivered
ord_fac_0004_med_ciprofloxacin_0002,fac_0004,med_ciprofloxacin,2026-04-28,2026-05-04,2026-05-03,176.6,delivered
ord_fac_0004_med_ciprofloxacin_0003,fac_0004,med_ciprofloxacin,2026-05-19,2026-05-28,2026-05-28,212.3,delivered
ord_fac_0004_med_ciprofloxacin_0004,fac_0004,med_ciprofloxacin,2026-06-09,2026-06-15,2026-06-16,191.9,delivered
ord_fac_0004_med_ciprofloxacin_0005,fac_0004,med_ciprofloxacin,2026-06-30,2026-07-09,2026-07-09,202.4,delivered
ord_fac_0004_med_ciprofloxacin_0006,fac_0004,med_ciprofloxacin,2026-07-21,2026-07-30,2026-07-30,193.9,delivered
ord_fac_0004_med_ciprofloxacin_0007,fac_0004,med_ciprofloxacin,2026-08-11,2026-08-17,2026-08-17,216.9,delivered
ord_fac_0004_med_ciprofloxacin_0008,fac_0004,med_ciprofloxacin,2026-09-01,2026-09-08,,238.4,in_transit
ord_fac_0004_med_diazepam_0000,fac_0004,med_diazepam,2026-03-17,2026-03-20,2026-03-21,147.4,delivered
ord_fac_0004_med_diazepam_0001,fac_0004,med_diazepam,2026-04-07,2026-04-15,2026-04-15,150.2,delivered
ord_fac_0004_med_diazepam_0002,fac_0004,med_diazepam,2026-04-28,2026-05-06,2026-05-06,152.7,delivered
ord_fac_0004_med_diazepam_0003,fac_0004,med_diazepam,2026-05-19,2026-05-26,2026-05-26,203.5,delivered
ord_fac_0004_med_diazepam_0004,fac_0004,med_diazepam,2026-06-09,2026-06-14,2026-06-14,191.1,delivered
ord_fac_0004_med_diazepam_0005,fac_0004,med_diazepam,2026-06-30,2026-07-11,2026-07-11,152.9,delivered
ord_fac_0004_med_diazepam_0006,fac_0004,med_diazepam,2026-07-21,2026-07-29,2026-07-30,195.1,delivered
ord_fac_0004_med_diazepam_0007,fac_0004,med_diazepam,2026-08-11,2026-08-17,2026-08-17,139.1,delivered
ord_fac_0004_med_diazepam_0008,fac_0004,med_diazepam,2026-09-01,2026-09-07,2026-09-10,144.9,delayed
ord_fac_0004_med_folic_acid_0000,fac_0004,med_folic_acid,2026-03-17,2026-03-24,2026-04-03,197.1,delayed
ord_fac_0004_med_folic_acid_0001,fac_0004,med_folic_acid,2026-04-07,2026-04-14,2026-04-14,207.2,delivered
ord_fac_0004_med_folic_acid_0002,fac_0004,med_folic_acid,2026-04-28,2026-05-05,2026-05-05,167.2,delivered
ord_fac_0004_med_folic_acid_0003,fac_0004,med_folic_acid,2026-05-19,2026-05-25,2026-05-25,224.1,delivered
ord_fac_0004_med_folic_acid_0004,fac_0004,med_folic_acid,2026-06-09,2026-06-16,2026-06-17,155.5,delivered
ord_fac_0004_med_folic_acid_0005,fac_0004,med_folic_acid,2026-06-30,2026-07-10,2026-07-10,199.4,delivered
ord_fac_0004_med_folic_acid_0006,fac_0004,med_folic_acid,2026-07-21,2026-07-29,2026-07-29,188.9,delivered
ord_fac_0004_med_folic_acid_0007,fac_0004,med_folic_acid,2026-08-11,2026-08-20,2026-08-20,164.4,delivered
ord_fac_0004_med_folic_acid_0008,fac_0004,med_folic_acid,2026-09-01,2026-09-09,2026-09-09,158.8,delivered
ord_fac_0004_med_artesunate_0000,fac_0004,med_artesunate,2026-03-17,2026-03-23,2026-03-31,154.9,delayed
ord_fac_0004_med_artesunate_0001,fac_0004,med_artesunate,2026-04-07,2026-04-15,2026-04-15,183.4,delivered
ord_fac_0004_med_artesunate_0002,fac_0004,med_artesunate,2026-04-28,2026-05-06,2026-05-07,194.2,delivered
ord_fac_0004_med_artesunate_0003,fac_0004,med_artesunate,2026-05-19,2026-05-26,2026-06-03,183.5,delayed
ord_fac_0004_med_artesunate_0004,fac_0004,med_artesunate,2026-06-09,2026-06-16,2026-06-17,158.7,delivered
ord_fac_0004_med_artesunate_0005,fac_0004,med_artesunate,2026-06-30,2026-07-04,2026-07-04,175.0,delivered
ord_fac_0004_med_artesunate_0006,fac_0004,med_artesunate,2026-07-21,2026-07-29,2026-07-28,193.1,delivered
ord_fac_0004_med_artesunate_0007,fac_0004,med_artesunate,2026-08-11,2026-08-18,2026-08-18,153.9,delivered
ord_fac_0004_med_artesunate_0008,fac_0004,med_artesunate,2026-09-01,2026-09-09,2026-09-13,178.9,delayed
ord_fac_0004_med_oxytocin_0000,fac_0004,med_oxytocin,2026-03-17,2026-03-23,2026-03-29,150.1,delayed
ord_fac_0004_med_oxytocin_0001,fac_0004,med_oxytocin,2026-04-07,2026-04-14,2026-04-13,127.2,delivered
ord_fac_0004_med_oxytocin_0002,fac_0004,med_oxytocin,2026-04-28,2026-05-05,2026-05-06,144.8,delivered
ord_fac_0004_med_oxytocin_0003,fac_0004,med_oxytocin,2026-05-19,2026-05-28,2026-05-28,119.3,delivered
ord_fac_0004_med_oxytocin_0004,fac_0004,med_oxytocin,2026-06-09,2026-06-20,2026-06-20,130.0,delivered
ord_fac_0004_med_oxytocin_0005,fac_0004,med_oxytocin,2026-06-30,2026-07-09,2026-07-18,135.8,delayed
ord_fac_0004_med_oxytocin_0006,fac_0004,med_oxytocin,2026-07-21,2026-07-26,2026-07-26,119.8,delivered
ord_fac_0004_med_oxytocin_0007,fac_0004,med_oxytocin,2026-08-11,2026-08-18,2026-08-18,136.5,delivered
ord_fac_0004_med_oxytocin_0008,fac_0004,med_oxytocin,2026-09-01,2026-09-06,2026-09-06,123.7,delivered
ord_fac_0004_med_ringer_s_lactate_0000,fac_0004,med_ringer_s_lactate,2026-03-17,2026-03-24,2026-03-24,236.1,delivered
ord_fac_0004_med_ringer_s_lactate_0001,fac_0004,med_ringer_s_lactate,2026-04-07,2026-04-14,2026-04-14,227.5,delivered
ord_fac_0004_med_ringer_s_lactate_0002,fac_0004,med_ringer_s_lactate,2026-04-28,2026-05-05,2026-05-04,197.4,delivered
ord_fac_0004_med_ringer_s_lactate_0003,fac_0004,med_ringer_s_lactate,2026-05-19,2026-05-26,2026-05-27,241.0,delivered
ord_fac_0004_med_ringer_s_lactate_0004,fac_0004,med_ringer_s_lactate,2026-06-09,2026-06-16,2026-06-16,214.0,delivered
ord_fac_0004_med_ringer_s_lactate_0005,fac_0004,med_ringer_s_lactate,2026-06-30,2026-07-05,2026-07-05,173.8,delivered
ord_fac_0004_med_ringer_s_lactate_0006,fac_0004,med_ringer_s_lactate,2026-07-21,2026-07-30,2026-07-30,172.2,delivered
ord_fac_0004_med_ringer_s_lactate_0007,fac_0004,med_ringer_s_lactate,2026-08-11,2026-08-22,2026-08-21,221.1,delivered
ord_fac_0004_med_ringer_s_lactate_0008,fac_0004,med_ringer_s_lactate,2026-09-01,2026-09-08,,234.9,in_transit
ord_fac_0004_med_isoniazid_0000,fac_0004,med_isoniazid,2026-03-17,2026-03-23,2026-03-22,209.3,delivered
ord_fac_0004_med_isoniazid_0001,fac_0004,med_isoniazid,2026-04-07,2026-04-11,2026-04-10,186.1,delivered
ord_fac_0004_med_isoniazid_0002,fac_0004,med_isoniazid,2026-04-28,2026-05-04,2026-05-04,182.9,delivered
ord_fac_0004_med_isoniazid_0003,fac_0004,med_isoniazid,2026-05-19,2026-05-25,2026-05-24,175.1,delivered
ord_fac_0004_med_isoniazid_0004,fac_0004,med_isoniazid,2026-06-09,2026-06-16,2026-06-15,203.0,delivered
ord_fac_0004_med_isoniazid_0005,fac_0004,med_isoniazid,2026-06-30,2026-07-06,2026-07-06,164.1,delivered
ord_fac_0004_med_isoniazid_0006,fac_0004,med_isoniazid,2026-07-21,2026-07-29,2026-07-29,165.9,delivered
ord_fac_0004_med_isoniazid_0007,fac_0004,med_isoniazid,2026-08-11,2026-08-22,2026-08-28,154.6,delayed
ord_fac_0004_med_isoniazid_0008,fac_0004,med_isoniazid,2026-09-01,2026-09-09,2026-09-10,188.8,delivered
ord_fac_0005_med_amoxicillin_0000,fac_0005,med_amoxicillin,2026-03-17,2026-03-21,2026-03-21,191.6,delivered
ord_fac_0005_med_amoxicillin_0001,fac_0005,med_amoxicillin,2026-04-07,2026-04-15,2026-04-14,165.7,delivered
ord_fac_0005_med_amoxicillin_0002,fac_0005,med_amoxicillin,2026-04-28,2026-05-06,2026-05-06,167.9,delivered
ord_fac_0005_med_amoxicillin_0003,fac_0005,med_amoxicillin,2026-05-19,2026-05-28,2026-05-28,173.3,delivered
ord_fac_0005_med_amoxicillin_0004,fac_0005,med_amoxicillin,2026-06-09,2026-06-16,2026-06-16,161.4,delivered
ord_fac_0005_med_amoxicillin_0005,fac_0005,med_amoxicillin,2026-06-30,2026-07-08,2026-07-08,173.1,delivered
ord_fac_0005_med_amoxicillin_0006,fac_0005,med_amoxicillin,2026-07-21,2026-07-27,2026-07-28,145.0,delivered
ord_fac_0005_med_amoxicillin_0007,fac_0005,med_amoxicillin,2026-08-11,2026-08-16,2026-08-15,150.5,delivered
ord_fac_0005_med_amoxicillin_0008,fac_0005,med_amoxicillin,2026-09-01,2026-09-10,2026-09-09,207.7,delivered
ord_fac_0005_med_paracetamol_0000,fac_0005,med_paracetamol,2026-03-17,2026-03-25,2026-03-24,88.2,delivered
ord_fac_0005_med_paracetamol_0001,fac_0005,med_paracetamol,2026-04-07,2026-04-13,2026-04-18,83.9,delayed
ord_fac_0005_med_paracetamol_0002,fac_0005,med_paracetamol,2026-04-28,2026-05-02,2026-05-02,90.3,delivered
ord_fac_0005_med_paracetamol_0003,fac_0005,med_paracetamol,2026-05-19,2026-05-25,2026-05-26,66.1,delivered
ord_fac_0005_med_paracetamol_0004,fac_0005,med_paracetamol,2026-06-09,2026-06-17,2026-06-17,74.9,delivered
ord_fac_0005_med_paracetamol_0005,fac_0005,med_paracetamol,2026-06-30,2026-07-07,2026-07-08,93.4,delivered
ord_fac_0005_med_paracetamol_0006,fac_0005,med_paracetamol,2026-07-21,2026-07-30,2026-07-30,70.8,delivered
ord_fac_0005_med_paracetamol_0007,fac_0005,med_paracetamol,2026-08-11,2026-08-15,2026-08-14,89.6,delivered
ord_fac_0005_med_paracetamol_0008,fac_0005,med_paracetamol,2026-09-01,2026-09-12,2026-09-12,77.2,delivered
ord_fac_0005_med_oral_rehydration_salts_0000,fac_0005,med_oral_rehydration_salts,2026-03-17,2026-03-24,2026-03-24,222.2,delivered
ord_fac_0005_med_oral_rehydration_salts_0001,fac_0005,med_oral_rehydration_salts,2026-04-07,2026-04-13,2026-04-13,156.5,delivered
ord_fac_0005_med_oral_rehydration_salts_0002,fac_0005,med_oral_rehydration_salts,2026-04-28,2026-05-06,2026-05-06,186.3,delivered
ord_fac_0005_med_oral_rehydration_salts_0003,fac_0005,med_oral_rehydration_salts,2026-05-19,2026-05-21,2026-05-21,186.4,delivered
ord_fac_0005_med_oral_rehydration_salts_0004,fac_0005,med_oral_rehydration_salts,2026-06-09,2026-06-14,2026-06-14,184.8,delivered
ord_fac_0005_med_oral_rehydration_salts_0005,fac_0005,med_oral_rehydration_salts,2026-06-30,2026-07-06,2026-07-06,201.5,delivered
ord_fac_0005_med_oral_rehydration_salts_0006,fac_0005,med_oral_rehydration_salts,2026-07-21,2026-07-30,2026-07-29,209.3,delivered
ord_fac_0005_med_oral_rehydration_salts_0007,fac_0005,med_oral_rehydration_salts,2026-08-11,2026-08-19,2026-08-19,191.6,delivered
ord_fac_0005_med_oral_rehydration_salts_0008,fac_0005,med_oral_rehydration_salts,2026-09-01,2026-09-05,2026-09-05,162.7,delivered
ord_fac_0005_med_insulin_0000,fac_0005,med_insulin,2026-03-17,2026-03-21,2026-03-21,156.9,delivered
ord_fac_0005_med_insulin_0001,fac_0005,med_insulin,2026-04-07,2026-04-12,2026-04-12,169.0,delivered
ord_fac_0005_med_insulin_0002,fac_0005,med_insulin,2026-04-28,2026-05-06,2026-05-06,163.2,delivered
ord_fac_0005_med_insulin_0003,fac_0005,med_insulin,2026-05-19,2026-05-28,2026-05-28,190.7,delivered
ord_fac_0005_med_insulin_0004,fac_0005,med_insulin,2026-06-09,2026-06-16,2026-06-16,162.2,delivered
ord_fac_0005_med_insulin_0005,fac_0005,med_insulin,2026-06-30,2026-07-07,2026-07-16,143.6,delayed
ord_fac_0005_med_insulin_0006,fac_0005,med_insulin,2026-07-21,2026-07-29,2026-07-29,154.4,delivered
ord_fac_0005_med_insulin_0007,fac_0005,med_insulin,2026-08-11,2026-08-15,2026-08-15,134.4,delivered
ord_fac_0005_med_insulin_0008,fac_0005,med_insulin,2026-09-01,2026-09-10,2026-09-10,166.3,delivered
ord_fac_0005_med_salbutamol_0000,fac_0005,med_salbutamol,2026-03-17,2026-03-25,2026-03-25,136.5,delivered
ord_fac_0005_med_salbutamol_0001,fac_0005,med_salbutamol,2026-04-07,2026-04-15,2026-04-20,141.6,delayed
ord_fac_0005_med_salbutamol_0002,fac_0005,med_salbutamol,2026-04-28,2026-05-03,2026-05-04,162.0,delivered
ord_fac_0005_med_salbutamol_0003,fac_0005,med_salbutamol,2026-05-19,2026-05-25,2026-05-25,144.8,delivered
ord_fac_0005_med_salbutamol_0004,fac_0005,med_salbutamol,2026-06-09,2026-06-18,2026-06-18,127.7,delivered
ord_fac_0005_med_salbutamol_0005,fac_0005,med_salbutamol,2026-06-30,2026-07-07,2026-07-07,153.1,delivered
ord_fac_0005_med_salbutamol_0006,fac_0005,med_salbutamol,2026-07-21,2026-07-26,2026-07-27,184.1,delivered
ord_fac_0005_med_salbutamol_0007,fac_0005,med_salbutamol,2026-08-11,2026-08-19,2026-08-26,174.3,delayed
ord_fac_0005_med_salbutamol_0008,fac_0005,med_salbutamol,2026-09-01,2026-09-10,2026-09-10,151.4,delivered
ord_fac_0005_med_ciprofloxacin_0000,fac_0005,med_ciprofloxacin,2026-03-17,2026-03-24,2026-03-24,171.7,delivered
ord_fac_0005_med_ciprofloxacin_0001,fac_0005,med_ciprofloxacin,2026-04-07,2026-04-15,2026-04-15,156.0,delivered
ord_fac_0005_med_ciprofloxacin_0002,fac_0005,med_ciprofloxacin,2026-04-28,2026-05-05,2026-05-05,154.6,delivered
ord_fac_0005_med_ciprofloxacin_0003,fac_0005,med_ciprofloxacin,2026-05-19,2026-05-25,2026-05-26,181.5,delivered
ord_fac_0005_med_ciprofloxacin_0004,fac_0005,med_ciprofloxacin,2026-06-09,2026-06-15,2026-06-15,185.9,delivered
ord_fac_0005_med_ciprofloxacin_0005,fac_0005,med_ciprofloxacin,2026-06-30,2026-07-05,2026-07-05,216.5,delivered
ord_fac_0005_med_ciprofloxacin_0006,fac_0005,med_ciprofloxacin,2026-07-21,2026-07-28,2026-07-28,158.7,delivered
ord_fac_0005_med_ciprofloxacin_0007,fac_0005,med_ciprofloxacin,2026-08-11,2026-08-19,2026-08-19,202.1,delivered
ord_fac_0005_med_ciprofloxacin_0008,fac_0005,med_ciprofloxacin,2026-09-01,2026-09-08,2026-09-08,164.1,delivered
ord_fac_0005_med_diazepam_0000,fac_0005,med_diazepam,2026-03-17,2026-03-25,2026-03-25,103.2,delivered
ord_fac_0005_med_diazepam_0001,fac_0005,med_diazepam,2026-04-07,2026-04-12,2026-04-12,96.1,delivered
ord_fac_0005_med_diazepam_0002,fac_0005,med_diazepam,2026-04-28,2026-05-04,2026-05-05,105.8,delivered
ord_fac_0005_med_diazepam_0003,fac_0005,med_diazepam,2026-05-19,2026-05-23,2026-05-23,101.8,delivered
ord_fac_0005_med_diazepam_0004,fac_0005,med_diazepam,2026-06-09,2026-06-16,2026-06-16,114.2,delivered
ord_fac_0005_med_diazepam_0005,fac_0005,med_diazepam,2026-06-30,2026-07-10,2026-07-10,99.2,delivered
ord_fac_0005_med_diazepam_0006,fac_0005,med_diazepam,2026-07-21,2026-07-27,2026-08-02,97.9,delayed
ord_fac_0005_med_diazepam_0007,fac_0005,med_diazepam,2026-08-11,2026-08-19,2026-08-19,94.1,delivered
ord_fac_0005_med_diazepam_0008,fac_0005,med_diazepam,2026-09-01,2026-09-09,2026-09-13,115.4,delayed
ord_fac_0005_med_folic_acid_0000,fac_0005,med_folic_acid,2026-03-17,2026-03-27,2026-03-27,159.9,delivered
ord_fac_0005_med_folic_acid_0001,fac_0005,med_folic_acid,2026-04-07,2026-04-11,2026-04-11,154.8,delivered
ord_fac_0005_med_folic_acid_0002,fac_0005,med_folic_acid,2026-04-28,2026-05-04,2026-05-04,134.4,delivered
ord_fac_0005_med_folic_acid_0003,fac_0005,med_folic_acid,2026-05-19,2026-05-27,2026-05-27,135.0,delivered
ord_fac_0005_med_folic_acid_0004,fac_0005,med_folic_acid,2026-06-09,2026-06-21,2026-06-20,147.3,delivered
ord_fac_0005_med_folic_acid_0005,fac_0005,med_folic_acid,2026-06-30,2026-07-07,2026-07-07,155.8,delivered
ord_fac_0005_med_folic_acid_0006,fac_0005,med_folic_acid,2026-07-21,2026-07-28,2026-07-29,124.9,delivered
ord_fac_0005_med_folic_acid_0007,fac_0005,med_folic_acid,2026-08-11,2026-08-21,2026-08-21,153.7,delivered
ord_fac_0005_med_folic_acid_0008,fac_0005,med_folic_acid,2026-09-01,2026-09-05,2026-09-06,157.5,delivered
ord_fac_0005_med_artesunate_0000,fac_0005,med_artesunate,2026-03-17,2026-03-24,2026-03-24,112.6,delivered
ord_fac_0005_med_artesunate_0001,fac_0005,med_artesunate,2026-04-07,2026-04-13,2026-04-13,136.6,delivered
ord_fac_0005_med_artesunate_0002,fac_0005,med_artesunate,2026-04-28,2026-05-06,2026-05-13,157.2,delayed
ord_fac_0005_med_artesunate_0003,fac_0005,med_artesunate,2026-05-19,2026-05-30,2026-06-06,132.9,delayed
ord_fac_0005_med_artesunate_0004,fac_0005,med_artesunate,2026-06-09,2026-06-16,2026-06-16,109.8,delivered
ord_fac_0005_med_artesunate_0005,fac_0005,med_artesunate,2026-06-30,2026-07-04,2026-07-14,144.1,delayed
ord_fac_0005_med_artesunate_0006,fac_0005,med_artesunate,2026-07-21,2026-07-27,2026-07-27,153.2,delivered
ord_fac_0005_med_artesunate_0007,fac_0005,med_artesunate,2026-08-11,2026-08-16,2026-08-16,141.6,delivered
ord_fac_0005_med_artesunate_0008,fac_0005,med_artesunate,2026-09-01,2026-09-09,2026-09-09,142.6,delivered
ord_fac_0005_med_oxytocin_0000,fac_0005,med_oxytocin,2026-03-17,2026-03-20,2026-03-20,135.5,delivered
ord_fac_0005_med_oxytocin_0001,fac_0005,med_oxytocin,2026-04-07,2026-04-15,2026-04-15,116.0,delivered
ord_fac_0005_med_oxytocin_0002,fac_0005,med_oxytocin,2026-04-28,2026-05-06,2026-05-07,98.0,delivered
ord_fac_0005_med_oxytocin_0003,fac_0005,med_oxytocin,2026-05-19,2026-05-27,2026-05-27,135.9,delivered
ord_fac_0005_med_oxytocin_0004,fac_0005,med_oxytocin,2026-06-09,2026-06-16,2026-06-16,93.3,delivered
ord_fac_0005_med_oxytocin_0005,fac_0005,med_oxytocin,2026-06-30,2026-07-08,2026-07-08,97.8,delivered
ord_fac_0005_med_oxytocin_0006,fac_0005,med_oxytocin,2026-07-21,2026-07-27,2026-07-27,107.6,delivered
ord_fac_0005_med_oxytocin_0007,fac_0005,med_oxytocin,2026-08-11,2026-08-21,2026-08-21,124.1,delivered
ord_fac_0005_med_oxytocin_0008,fac_0005,med_oxytocin,2026-09-01,2026-09-09,2026-09-09,102.1,delivered
ord_fac_0005_med_ringer_s_lactate_0000,fac_0005,med_ringer_s_lactate,2026-03-17,2026-03-24,2026-04-02,117.0,delayed
ord_fac_0005_med_ringer_s_lactate_0001,fac_0005,med_ringer_s_lactate,2026-04-07,2026-04-14,2026-04-13,137.3,delivered
ord_fac_0005_med_ringer_s_lactate_0002,fac_0005,med_ringer_s_lactate,2026-04-28,2026-05-04,2026-05-03,148.4,delivered
ord_fac_0005_med_ringer_s_lactate_0003,fac_0005,med_ringer_s_lactate,2026-05-19,2026-05-20,2026-05-20,167.3,delivered
ord_fac_0005_med_ringer_s_lactate_0004,fac_0005,med_ringer_s_lactate,2026-06-09,2026-06-17,2026-06-17,161.9,delivered
ord_fac_0005_med_ringer_s_lactate_0005,fac_0005,med_ringer_s_lactate,2026-06-30,2026-07-10,2026-07-10,171.3,delivered
ord_fac_0005_med_ringer_s_lactate_0006,fac_0005,med_ringer_s_lactate,2026-07-21,2026-07-27,2026-07-27,134.1,delivered
ord_fac_0005_med_ringer_s_lactate_0007,fac_0005,med_ringer_s_lactate,2026-08-11,2026-08-15,2026-08-16,129.1,delivered
ord_fac_0005_med_ringer_s_lactate_0008,fac_0005,med_ringer_s_lactate,2026-09-01,2026-09-10,2026-09-10,159.2,delivered
ord_fac_0005_med_isoniazid_0000,fac_0005,med_isoniazid,2026-03-17,2026-03-25,2026-03-26,109.2,delivered
ord_fac_0005_med_isoniazid_0001,fac_0005,med_isoniazid,2026-04-07,2026-04-16,2026-04-16,77.8,delivered
ord_fac_0005_med_isoniazid_0002,fac_0005,med_isoniazid,2026-04-28,2026-05-08,2026-05-08,78.3,delivered
ord_fac_0005_med_isoniazid_0003,fac_0005,med_isoniazid,2026-05-19,2026-05-25,2026-05-24,81.6,delivered
ord_fac_0005_med_isoniazid_0004,fac_0005,med_isoniazid,2026-06-09,2026-06-16,2026-06-19,81.2,delayed
